conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb,skill/competence,transversal,use presentation software,,"Use software tools to create digital presentations which combine various elements, such as graphs, images, text and other multimedia."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/234b7707-d762-4f1c-8b42-1716694d3616,skill/competence,cross-sector,replace filled pallets,,"Replace the pallets already filled with slabs with empty ones, using a lifting machine."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/234d1c8f-c921-483e-9a6e-4fbfc14946dc,skill/competence,cross-sector,manage government funding,,"Monitor the budget received through government funding, and ensure there are enough resources to cover the costs and expenses of the organization or project."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23531571-0de4-4644-b0d3-092b2f1b8678,skill/competence,sector-specific,bathe dogs,,"Prepare dog by removing excess hair, knots and tangles. Bathe and clean a dog’s coat and skin."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2357e4f8-4b42-4969-bd17-cfea963956c0,skill/competence,cross-sector,perform military operations,,"Perform military operations according to given instructions from superiors, such as battle operations, rescue missions, aid missions, search and intelligence missions or other operations concerning defense."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2358a146-6e8f-43cb-872f-a12ac9c57d60,knowledge,transversal,Montenegrin,,The Montenegrin language.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/235a6894-16ad-42f4-a16a-d0da28e7448c,skill/competence,cross-sector,undertake research in medical genetics,,"Undertake research to study patterns of genetic variation in human populations, the causes of these variations, and how they influence disease susceptibility, studying gene-gene and gene-environmental interactions in multifactorial diseases and chromosomal abnormalities, gene expression in early human development, and the influence of genes on behavior."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/235b15d9-5ccd-4406-8993-f6dd0de2c4c9,skill/competence,sector-specific,provide advice to farmers,,Provide technical and economical advice in order to optimize the quality and production of agricultural products.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2362e36f-04e1-44be-b278-ba18ede03d28,knowledge,sector-specific,baby care,,"The procedures required to take care of children up to the age of 1, such as feeding, bathing, soothing, and diapering the baby."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/236526e2-d5a8-436b-91d1-47e5d431e7ea,skill/competence,transversal,apply quality standards,,"Follow procedures which prevent errors in creation and delivery of a product, a solution or a service to customers."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/236c446a-f4ff-4893-850a-0d93250c551f,skill/competence,sector-specific,adjust measuring machines,,"Adjust the tension and the position of the belt on the measuring machines` spindles, following the belt-size chart specifications."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/236e368e-28ff-469e-b3c0-e1d364f5da71,skill/competence,occupation-specific,research immune system malfunctions,,Examine why the immune system fails and what causes disease.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/237420c1-1882-4ce0-aa48-41a8e61977e5,skill/competence,transversal,understand spoken Vietnamese,,Comprehend orally expressed Vietnamese.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23759dba-1abd-4865-b0f9-608012348870,knowledge,sector-specific,geothermal power plant operations,,"The different steps in the production of electricity from geothermal energy and the function of all the components of the required equipment such as pumps, compressors, heat exchangers and turbines."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/237db40b-4600-47c0-837f-4a2c4f3014ab,knowledge,cross-sector,project management principles,,Different elements and phases of project management.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/238343b1-7b51-42b3-a9ed-cf24d3a236e7,skill/competence,transversal,identify digital competence gaps,,Understand where one’s own digital competence needs to be improved or updated. Be able to support others with their digital competence development. Seek opportunities for self-development and keep up-to-date with the digital evolution.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23845010-4c1e-41d3-94a3-940bcab65bce,skill/competence,sector-specific,monitor nature conservation,,Evaluating and monitoring features of nature conservation interest in habitats and sites.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2384ce67-127d-467c-8ac3-cdabd3629936,skill/competence,sector-specific,set up equipment for food production,,"Set up machinery and equipment for food production. Make sure that controls, settings, and input requirements are according to the required standards."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23900e3d-06fa-424c-a5dc-c0ea42edde1e,knowledge,sector-specific,Oracle Warehouse Builder,,"The computer program Oracle Warehouse Builder is a tool for integration of information from multiple applications, created and maintained by organizations, into one consistent and transparent data structure, developed by the software company Oracle."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2391008a-88f9-486c-90f2-8cbc1597964f,skill/competence,sector-specific,monitor train schedules,,Ensure train schedules are followed; trains should not leave the station too late or too early. Monitor and regulate train dispatch and arrival in order to avoid trains arriving either too late or too early.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2399952b-9991-4c7c-83c7-ea984fa78830,skill/competence,occupation-specific,imprint circuit design onto wafers,,"Imprint the electronic circuit design onto the wafers through a process known as photolithography. First, wafers are coated with photosensitive chemicals that harden when exposed to UV light. In sealed dark rooms light is shone through the image of the design through a miniaturizing lens and on to the coated wafer. When the chemical is washed off the design remains. The wafers are built up layer by layer, repeating the photo etching process in each new layer. Some layers are cooked, some layers ionized by plasma, and some are baked in metal. Each treatment changes the properties for that layer."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2399e65b-cf2b-4f5b-9002-607e790fcf2a,skill/competence,cross-sector,select hazard control,,Perform appropriate selection of hazard control measures and risk management
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23a3d985-7945-465f-bb32-7af25cd065df,skill/competence,occupation-specific,detect finger prints,,"Detect the presence of finger prints on a crime scene using the appropriate materials, and recording them in order to obtain evidence for the investigation of the events which have occurred on the scene."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e,skill/competence,cross-sector,monitor developments in field of expertise,,"Keep up with new research, regulations, and other significant changes, labor market related or otherwise, occurring within the field of specialization."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23b355ee-94db-4831-b16d-935adc5de1cd,skill/competence,sector-specific,prepare meat products for use in a dish,,"Make meat products for use in a dish by cleaning, cutting or using other methods."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23b45aa6-a479-486d-9e6f-062cbab7c68a,knowledge,sector-specific,interfacing techniques,,The techniques that relate to interfaces between models and components.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23b6c9ee-4f00-458f-8aaa-0c4ff7eac913,skill/competence,cross-sector,provide footwear advice to patients,,Inform patients on the types of footwear available and suitable for their feet conditions or disorders to increase foot well being.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23b8dced-62a9-41f4-8b41-692e2d8e6d52,skill/competence,sector-specific,work safely with hot materials,,"Take care when handling hot materials. Wear the right protective clothing and take care not to burn yourself or others, damage equipment, or create fire hazards."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23b97a3e-dfde-4627-9d97-114a9f3e4cd0,skill/competence,cross-sector,negotiate in legal cases,,"Negotiate on the client's behalf during the treatment of a legal case in order to obtain the most beneficial outcome for the client, and to ensure that all decisions are compliant with legal regulations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23bfab2e-bf4d-462b-bcac-0c46733a1d4b,skill/competence,sector-specific,tend discharge conveyor,,"Operate and monitor the equipment used to move bulk material, such as blended granules, from one place to another."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23c759df-9860-41d8-80be-d00e0e6ad613,skill/competence,cross-sector,use solvents,,Clean products or surfaces by using solvents to dissolve or extract other unnecessary substances.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23cb29ec-5738-4966-8453-09952ed8c1fc,skill/competence,occupation-specific,develop bioremediation techniques,,Research and elaborate new methods to neutralize or remove contaminants using organisms that will transform pollutants into less toxic substances.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23cf0f69-eb33-496c-8926-6f18dd1a42f9,skill/competence,occupation-specific,secure the liner,,Secure the liners by tying the cords around them.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23d124d7-d9a7-421f-ab7a-fb077c430956,skill/competence,sector-specific,maintain cores,,"Clean and repair cores, e.g. by smoothing out imperfections on the surface."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23db1cab-e565-4a90-89f8-3a8685a20029,skill/competence,sector-specific,maintain physical condition of warehouse,,Develop and Implement new warehouse layouts in order to maintain facilities in good working order; issue work orders for repair and replacement operations.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23dc8bb2-1091-461e-9095-a048b7ffa009,knowledge,sector-specific,airport environmental regulations,,"The official regulations for environmental standards in airports as dictated by national codes for planning airport facilities and related developments. These include regulatory aspects which govern noise and environmental aspects, sustainability measures, and impacts in relation to land use, emissions, and wildlife hazard mitigation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23ded2ec-4ef2-4f75-b8bb-753408af1ee3,skill/competence,occupation-specific,repair heat sealing machinery,,"Repair broken components or systems of heat sealing machinery and equipment, using hand and power tools."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/23df3447-f59e-45a4-86da-78e38d07c808,knowledge,cross-sector,music and video industry,,Players and products available on the market in the video and music industry.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/24016006-c963-4135-a2c5-b1f7740782e2,skill/competence,cross-sector,maintain client debt records,,preserve a list with the debt records of clients and update it regularly
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2409b33a-5776-4b13-bfb6-2c8485248b2a,skill/competence,sector-specific,draw up costume sketches,,"Draw sketches of costumes and clothing accessories; note specifications such as size, material type and color scheme."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2416dc09-6384-409e-8b1d-80bb7a2e7369,skill/competence,cross-sector,handle chemicals,,Safely handle industrial chemicals; use them efficiently and ensure that no harm is done to the environment.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/241c5dc8-ff07-4248-b922-de1aa591e4f4,skill/competence,cross-sector,entertain people,,"Provide people with amusement by doing or offering a performance, like a show, a play or an artistic performance."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/241f559e-d255-4e93-b448-19ae20406dea,skill/competence,sector-specific,maintain farm equipment,,"Use oil, grease guns, and hand tools to lubricate, adjust, and make minor repairs to farm equipment."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/24229e89-9e1d-4c1a-ae23-c64777b152ce,skill/competence,sector-specific,consult with production director,,"Consult with the director, producer and clients throughout the production and post-production process."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2427878e-33c9-4a70-9016-4630484a41ff,skill/competence,sector-specific,sell cocoons of silk worms,,Offer the cocoons of the silk worms for sale to silk makers. Ensure optimal pricing.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/24301020-af48-4532-a1a6-e58567789436,skill/competence,sector-specific,create artwork,,"Cut, shape, fit, join, mold, or otherwise manipulate materials in an attempt to create a selected artwork - be the technical processes not mastered by the artist or used as a specialist."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/24310a7b-5db1-4917-a705-4835630227ca,skill/competence,cross-sector,create incident reports,,"Fill in an incident report after an accident has happened at the company or facility, such as an unusual event which caused an occupational injury to a worker."
